,egr,pyr,mats
103,-1343.1291036992482,-408.5708654302199,-1376.0317941931307
104,-1885.178799004892,-611.5551550814615,-1857.9724250880604
105,-1544.8920121371389,-484.1261161792144,-1555.4207768378378
106,-1109.727652292284,-321.16775787806205,-1168.5127351160068
107,-876.450038517621,-233.81102447581134,-961.1037810479971
108,-953.8556729454194,-262.7975322727954,-1029.9257370679513
109,-2763.537166627642,-940.4787775006157,-2638.9277314188957
110,-1584.904381359254,-499.10976512164916,-1590.9960877982685
111,-1809.063506447569,-583.0518486039389,-1790.2977221345914
112,-935.0245186364272,-255.74572777253007,-1013.1828102353143
113,-2818.1380838742984,-960.9254791547338,-2687.4738347248926
114,-896.9206117276534,-241.4767510646793,-979.3043280699104
115,-940.7496958450572,-257.88966593703213,-1018.2731101465764
116,-931.3482473651095,-254.36905452829672,-1009.9142086454946
117,-2433.8814219633746,-817.0308026384646,-2345.828226082857
118,-1560.592625087629,-490.0056098759072,-1569.3803148217612
119,-1163.1476706523376,-341.17224192054283,-1216.0088919699433
120,45.46603265802418,111.42388746364759,-141.42097922658556
121,-3191.215204689884,-1100.6336922756377,-3019.1796257906917
122,-277.5757701664789,-9.547328721641625,-428.6399770546203
123,-1334.3413071986122,-405.28005160682136,-1368.2184954746285
124,-402.93512458133733,-56.49132615842746,-540.0979612182553
125,-86.46095023952051,62.0204745640422,-258.7182933295979
126,-1497.4765620019566,-466.3701953705934,-1513.2633286366483
127,-1042.0947195690176,-295.8408866986223,-1108.3797647477709
128,-1392.5876286619653,-427.0918675517944,-1420.0057562303568
129,83.10222304822072,125.51771582974484,-107.95834748226586
130,-1887.689087474472,-612.4951964212722,-1860.2043422337322
131,629.9287280345145,330.2908033130388,378.22938232462496
132,-2616.0990512467893,-885.2668266826648,-2507.83934789985
133,-2367.2085269418653,-792.0634419847484,-2286.548832756859
134,-2512.5998347389063,-846.5089136642501,-2415.8173836170063
135,-3100.5019319197604,-1066.6638009637384,-2938.52574425918
136,-103.8005852653691,55.52720738021141,-274.1350986819803
137,-1174.5573600763,-345.44489020891996,-1226.1533362283108
138,-832.3782133674079,-217.30720905219863,-921.919176017256
139,-764.7042952886062,-191.9649898643506,-861.7497652483055
140,-2027.881486787752,-664.9938046403279,-1984.850502829068
141,-29.69522300895804,83.2778443554501,-208.2474405062583
142,-1515.8933478315084,-473.2668290586956,-1529.63783720776
143,-2180.557294316325,-722.1671424477456,-2120.5957594724146
144,-1991.2472096959482,-651.2751681817737,-1952.2786800480337
145,-2143.677913158375,-708.3567205400203,-2087.806012745857
146,-2262.0165971336733,-752.6716494349514,-2193.0218638168017
147,-195.8360146812163,21.06220089738491,-355.9645200459188
148,-1101.332169141452,-318.02385576279767,-1161.048245270478
149,-2663.7504818328066,-903.1111163707474,-2550.206608168716
150,-437.59038569116075,-69.46886976739408,-570.9102253846967
151,-622.8976782978211,-138.86189679556873,-735.6683910689884
152,-2012.3596003875714,-659.1812396443984,-1971.0498720212815
153,53.92183670285181,114.59037827128766,-133.902857601611
154,-719.5413348844321,-175.05257110352187,-821.5950233145458
155,-175.88298205433543,28.53412125677534,-338.22412241126284
156,-1342.2706163610467,-408.2493830199729,-1375.2685063747351
157,-374.50850001666737,-45.846253862632224,-514.8236266036289
158,-2173.1797286841825,-719.4044254272089,-2114.036308067831
159,-1181.4018638381106,-348.0079886593743,-1232.2388381476064
160,-3149.348509227166,-1084.9556437274246,-2981.955618841647
161,-1158.6364763331196,-339.4829105136705,-1211.99795375685
162,740.4582618973825,371.6813974060528,476.5020568482366
163,-984.2229609354781,-274.1693353282742,-1056.925530738618
164,-1466.6541953803078,-454.82797655145396,-1485.8589209892343
165,-437.94089343265824,-69.60012630261771,-571.2218645637867
166,-2554.1749596163704,-862.0777761938297,-2452.7821528743407
167,-1508.3189527327038,-470.43040424011537,-1522.9033831822712
168,-544.0244054504801,-109.32579447867869,-665.5415462317034
169,-2569.569969909974,-867.8428292059118,-2466.469977141718
170,-95.58740564689717,58.602841302841895,-266.8326963353696
171,-713.3997037293572,-172.75268117071806,-816.1344509367092
172,-1643.610874938078,-521.093904214827,-1643.1924911871777
173,-1533.565273524832,-479.884530931227,-1545.3500847959906
174,-645.3677962275863,-147.27640374180174,-755.6467489670554
175,-687.6613788617705,-163.11431104468352,-793.2503046447906
176,-1919.5690584262852,-624.4334620707098,-1888.5490741771157
177,-1397.3482792795953,-428.87461421186333,-1424.2384879927806
178,-1729.293272085633,-553.1798562432758,-1719.3733817872521
179,-161.8234004188913,33.79908905544767,-325.72363822653466
180,-1844.4108934184212,-596.2885763383964,-1821.7253608266742
181,-798.9922938822268,-204.8050026867258,-892.2354934341979
182,-235.9875935992521,6.026421344999869,-391.66360343766263
183,-2898.762449793314,-991.1173227926564,-2759.157590131508
184,-1374.3933741176832,-420.2785663611676,-1403.8291019684457
185,-862.7487294570874,-228.6802209516505,-948.9218398165806
186,399.06824869553816,243.83922735422462,172.96952142091797
187,-508.4528416890758,-96.00511804545707,-633.914590198781
188,-1660.8236115512325,-527.5396510617178,-1658.496470166626
189,-970.2499890000593,-268.93680073376765,-1044.5020519167404
190,-3029.5184916262974,-1040.0822470402595,-2875.4138113600407
191,-937.5616058435264,-256.69580458094333,-1015.438554348477
192,-2094.980390919393,-690.1206952363235,-2044.5086641925284
193,-1758.2856397545338,-564.036785428082,-1745.1507230282853
194,-1467.1777024599144,-455.02401708722283,-1486.3243752352325
195,-791.0532755142144,-201.83203541469214,-885.1768500033432
196,-710.7488510349128,-171.76000198316,-813.7775570374331
197,-2686.594494855671,-911.6656378406171,-2570.5173991234133
198,-60.40891463671429,71.77632165076133,-235.55522436516654
199,-287.56623172084835,-13.288511051350694,-437.5225746949155
200,-2058.2032480006264,-676.3485590365977,-2011.8098182854355
201,-2537.236335569957,-855.7346777666811,-2437.721889525578
202,-406.3599658449118,-57.773845043827386,-543.1430144183144
203,-1898.9830650312297,-616.7245134590785,-1870.2459061644083
204,-1000.2919174079992,-280.18676462167565,-1071.2125658338462
205,-1570.1720104707515,-493.59285428196375,-1577.8974214175473
206,-553.575705986215,-112.90252179959064,-674.0336823696342
207,-620.8990254643984,-138.1134504277065,-733.8913731759385
208,-471.5341274374775,-82.17996686079961,-601.0898721105015
209,-1898.7622234908772,-616.6418137295484,-1870.0495542206513
210,-2959.2250004910625,-1013.7590621205723,-2812.9153176630384
211,-736.8719262056119,-181.54245164220964,-837.0037878382523
212,651.5945201062469,338.4041099922951,397.49260780066135
213,-170.0244164870762,30.728010083471897,-333.01522586528756
214,-2619.9743658860616,-886.7180367765745,-2511.2849205075745
215,-505.40273280774323,-94.86292722790324,-631.2027144956896
216,-9.574429960880646,90.81258686975166,-190.35788576676345
217,-3944.4864249408442,-1382.7152521059602,-3688.9189693725534
218,-1201.780641401389,-355.6393400344737,-1250.3577689407912
219,-1181.1165117916898,-347.9011313307096,-1231.9851294074738
220,-284.0402086866198,-11.968102079451507,-434.3875599898381
221,-1496.5323878968613,-466.01662537195773,-1512.4238560424853
222,-820.6014734376915,-212.89710936993046,-911.448384278478
223,-3663.458185307918,-1277.4770828239666,-3439.0545597419596
224,822.5953204772213,402.43970727000294,549.5307591510776
225,-946.9610720443042,-260.21567367484687,-1023.7956933896221
226,-3241.726698220134,-1119.5490052483312,-3064.0897904310177
227,-2991.511706298644,-1025.8496399777064,-2841.6216807533206
228,-2302.0517308665317,-767.6638231272078,-2228.617414882091
229,-1677.4708070257618,-533.7736166507533,-1673.2976220888663
230,-1653.9136531000454,-524.9520414386885,-1652.3527719701933
231,-139.10366239551038,42.30707259215608,-305.5233411475343
232,-620.9806024651364,-138.14399900967305,-733.9639039264271
233,-1443.7829085204753,-446.26324169990903,-1465.523880652402
234,207.7756824052816,172.20486242372382,2.889802011695381
235,-2596.2075978263238,-877.8179662227211,-2490.153700820068
236,-834.3006154771887,-218.0271013979697,-923.628398794512
237,-2157.440181317004,-713.5103517483086,-2100.0421531889906
238,-1048.2899316553207,-298.1608413733795,-1113.887976351349
239,-121.63078301133298,48.85023651361019,-289.98806719223194
240,-2756.024548338186,-937.665486578932,-2632.2482036386054
241,-2492.2010330662947,-838.8700637523157,-2397.6806492313312
242,-547.3169389519558,-110.55876735872671,-668.4689635638897
243,595.318249878803,317.33002981981616,347.45693503354516
244,-1442.7366264597804,-445.87143478127547,-1464.5936230749294
245,-1112.807399490167,-322.32104751678537,-1171.2509624785546
246,-289.99933089832973,-14.199646898246835,-439.68586223622566
247,-2208.0112311232942,-732.4479670827453,-2145.005269780943
248,-1779.3121994856554,-571.9107153053512,-1763.8456020220883
249,-2639.548971551859,-894.0482455391392,-2528.688855766258
250,-1673.2213579018905,-532.1823023869724,-1669.5194035796599
251,-1928.6567592028014,-627.8365826750743,-1896.6290201369568
252,-2428.4826737206226,-815.0091040994704,-2341.0281567226266
253,-1604.0078096826376,-506.2635295489845,-1607.9810955902872
254,-2473.230797890628,-831.7661768854844,-2380.8140645104713
255,-1950.2337881415872,-635.9166497424579,-1915.8133256160575
256,-2806.658198030834,-956.6265440323679,-2677.2669782799726
257,-634.456801504999,-143.19050436332492,-745.9456980747938
258,-1923.4057072622984,-625.8701927715354,-1891.9602687162196
259,-1423.465713497084,-438.65495147256553,-1447.4597033779041
260,-2431.2784096985633,-816.0560385160937,-2343.5138674843806
261,-3238.4169613968165,-1118.309590147038,-3061.147077490595
262,550.7328765353686,300.63390321863886,307.81573028071375
263,-1871.9094531492672,-606.5861111617493,-1846.1745457264358
264,-2089.015831849022,-687.8871144475747,-2039.2055279925112
265,-2393.8716715414084,-802.0481343723253,-2310.255243518153
266,-625.0063232775889,-139.65153251910397,-737.5432038411074
267,-3621.861014130718,-1261.8999644969356,-3402.070188946796
268,-1956.7461468041608,-638.3553680159373,-1921.6035147253535
269,-1063.449338662732,-303.8376667448986,-1127.36632389111
270,-2692.2456360524457,-913.7818513381592,-2575.5418730364827
271,-2578.8215510057753,-871.3073189623766,-2474.695630377394
272,-1950.7485405127745,-636.1094118550769,-1916.270995982211
273,610.4296304361314,322.988870466058,360.8925818802525
274,-1212.1673580012127,-359.528910140467,-1259.5926800465402
275,-1532.4103891514983,-479.4520551154846,-1544.3232680514902
276,334.87240697302025,219.79946228570734,115.8924955900353
277,-575.7059560107406,-121.1897565677967,-693.7098610503887
278,-2160.6332062721185,-714.7060611232328,-2102.8810966929836
279,-3606.929136032502,-1256.3083431102386,-3388.7941391428417
280,30.233565366785154,105.71970281134458,-154.9642852370919
281,-3013.2254968654556,-1033.9809209137757,-2860.9275820673915
282,-1308.8461521951385,-395.73274261882847,-1345.5505534140555
283,-1856.0711074592805,-600.6550399389915,-1832.092548484728
284,21.930132784909084,102.61027137194723,-162.34693220057102
285,-1186.3043270343671,-349.843840644998,-1236.5976565847352
286,-1676.7528835520366,-533.5047719533036,-1672.6593107036629
287,-981.4037774003742,-273.1136203777334,-1054.4189725700862
288,-1707.375682385484,-544.9722575402762,-1699.8862810670346
289,-2421.6636006241934,-812.4555288082271,-2334.965265407177
290,-2043.9262275315587,-671.0021657384412,-1999.1160075301702
291,-608.3350549029141,-133.40855222057183,-722.7206485147385
292,-2241.315967291254,-744.9197722910542,-2174.6167716406135
293,51.90713055123714,113.83592033028489,-135.69414862563704
294,-3527.6403172533614,-1226.616629054211,-3318.297829161916
295,-858.7853252582025,-227.19602348252693,-945.3979460912552
296,-627.6958082201213,-140.65867853415654,-739.93444597483
297,-1783.0561624762183,-573.312737434874,-1767.1743888498306
298,-2188.3484263048103,-725.0847299050514,-2127.52291596458
299,-1279.3636751916806,-384.69227953300026,-1319.3374521238143
300,-2111.834290560923,-696.4320664560053,-2059.4935984091185
301,283.143460572706,200.4282431329059,69.89988406455484
302,-1813.2087465639456,-584.6041391554212,-1793.9832875987872
303,-1773.0395501483088,-569.5617622831462,-1758.2685403518979
304,-573.8242895810583,-120.4851187331162,-692.0368566854601
305,-2365.866242477642,-791.5607894404508,-2285.3553971233155
306,-994.1902212219858,-277.90182935335656,-1065.7874999498813
307,-1919.51059633489,-624.4115694542282,-1888.4970950736185
308,-1626.2006630961705,-514.5742077478545,-1627.7129354346944
309,-106.18707081754327,54.633527190431046,-276.2569416838261
310,-955.166642243424,-263.2884580569358,-1031.091330141866
311,-2119.733484663275,-699.3901205192559,-2066.5168337733603
312,-1291.6290877686304,-389.285375112195,-1330.2427265418532
313,-2050.2460331445063,-673.3687776269614,-2004.734996214447
314,-2150.0045659691104,-710.7258965358354,-2093.4310893273364
315,-1439.1208620425514,-444.5174198668965,-1461.378818603124
316,-871.898019664826,-232.10640528440572,-957.056545422258
317,-2196.7302209874583,-728.2235060253851,-2134.9752352857977
318,-1671.3729415766375,-531.490115899255,-1667.875962143076
319,-101.6607716670867,56.32851498539024,-272.2325736469424
320,-3044.8543687690926,-1045.825156140604,-2889.0490598797574
321,-1147.110433319411,-335.16669066539845,-1201.750058610228
322,-1503.393367162503,-468.5858934936977,-1518.5240064613017
323,-3103.9951500041625,-1067.9719252881303,-2941.631591826334
324,-2099.1468516937553,-691.6809324027073,-2048.2130971100005
325,-1538.0895389072004,-481.5787571300194,-1549.3726445937427
326,-1906.6126113776031,-619.5815910644955,-1877.0293955962084
327,64.2628462421101,118.46283220638215,-124.70858500151185
328,-892.1014260598889,-239.67208446687334,-975.0195523358091
329,-205.93709533039961,17.279594435207915,-364.94546999008014
330,-3426.354052410157,-1188.6874120494306,-3228.2434175419517
331,-2266.0452365720544,-754.1802758980656,-2196.6037587046626
332,-3831.373008899685,-1340.3570576378427,-3588.348944960274
333,-54.23940892335267,74.0866499206075,-230.06986849916723
334,-958.307488235755,-264.4646276926311,-1033.88388092124
335,-1692.8881911396036,-539.5470481086644,-1687.005339095115
336,455.90523955351046,265.1232836227454,223.50373529371646
337,-246.65845773812148,2.030444968752386,-401.1511523465891
338,-2542.496664884329,-857.7045418187339,-2442.398889532109
339,-2599.05661360366,-878.8848526148292,-2492.686783068891
340,-1284.2339114191343,-386.51606331080853,-1323.6676173105052
341,-2660.482686275903,-901.8874072429845,-2547.3011855368627
342,-2686.8941037649292,-911.7778340140362,-2570.783783751986
343,-1464.8100730175208,-454.13739804715254,-1484.2192973483247
344,-2173.3810882531784,-719.4798296372494,-2114.215338438221
345,-2688.2349836785734,-912.2799605886584,-2571.9759705885936
346,511.9970652229395,286.12829384109887,273.3754169592328
347,-956.902491657598,-263.938491002861,-1032.6346874558726
348,-955.0220141298503,-263.2342983827366,-1030.96274015297
349,-1061.8783897442177,-303.24938498205387,-1125.9695808997324
350,-2587.621157033699,-874.6025551635289,-2482.5194290391332
351,-2205.1017049560382,-731.3584210366948,-2142.4183872703557
352,-1262.7130266956442,-378.45702087227306,-1304.5332300930927
353,-868.4418715015615,-230.81216273445992,-953.9836570124031
354,-2225.0262142256556,-738.8196600997726,-2160.1334245646035
355,-1167.903557210479,-342.95320455741125,-1220.2373879697386
356,-647.9964957627424,-148.2607871156354,-757.9839463188445
357,-1015.0605360118823,-285.71724933995904,-1084.3434603423025
358,-1510.0092443937333,-471.063376927101,-1524.4062347410288
359,-2844.38499640303,-970.7543028609787,-2710.8101702909767
360,-955.9042929388268,-263.56469011409655,-1031.7471811544272
361,-985.6653420857075,-274.70947162153453,-1058.2079631199138
362,207.26174136872882,172.01240413598615,2.432853009520608
363,-552.8548613183036,-112.63258318670702,-673.3927737277902
364,-132.22641111741214,44.882434182666216,-299.4087231549515
365,-40.828464034879865,79.10871919822877,-218.1460923280491
366,-2134.1661424058784,-704.7947961514585,-2079.349022847901
367,618.0607600327528,325.8465409597824,367.6774789922473
368,-3169.284279815121,-1092.4210998774613,-2999.680668662241
369,-2534.45072581969,-854.6915353734689,-2435.2451820721926
370,-2010.7999247716132,-658.5971794563128,-1969.6631522115438
371,-331.77630948481584,-29.84409868116236,-476.8301012077137
372,-2836.7617210758917,-967.899573598154,-2704.0322564715125
373,-565.784241794848,-117.47431842683534,-684.8883872073493
374,493.55468195809993,279.2220745425553,256.97814950785767
375,-2014.5602051845356,-660.0053120594978,-1973.0064469873528
376,250.79781352516346,188.3155932299238,41.14111585602727
377,-275.5788685482669,-8.7995381408395,-426.86451618073625
378,-2001.736397849925,-655.2031113664913,-1961.6046994154235
379,321.1442163208075,214.65859226609618,103.68665372484877
380,-3311.8784730009693,-1145.8191208760795,-3126.462283007021
381,-2005.2308545717083,-656.511699530142,-1964.7116482647868
382,-2695.0703137025744,-914.8396236997514,-2578.053316065722
383,-71.107123746956,67.77010525475649,-245.06708590237997
384,-1340.508256727141,-407.58942264826516,-1373.7015786166678
385,-1614.971622532723,-510.3692080181677,-1617.7291074935217
386,-3187.101770778837,-1099.0933123663965,-3015.522339472843
387,-1911.244696011786,-621.3161929233615,-1881.1478183354748
388,-714.0548425283533,-172.99801455045986,-816.7169399757151
389,-3386.0418656978895,-1173.5914888251516,-3192.4015365020514
390,-1141.5397952063918,-333.0806235943033,-1196.7971606196497
391,-2719.7433522586466,-924.0790702822695,-2599.990307951872
392,-3501.3704035455366,-1216.7791919716694,-3294.941043067302
393,-1823.4899703826225,-588.4542048074344,-1803.1244042463181
394,-208.36210572458373,16.37148763886948,-367.10156573078655
395,-382.5047818157519,-48.840664882314464,-521.9331833996928
396,-1765.9647719678453,-566.9124317220593,-1751.978299642857
397,-969.7532920476403,-268.7507999317515,-1044.0604347648675
398,-893.1878669250697,-240.0789298708598,-975.9855154209837
399,-1563.6318070444875,-491.1437088287824,-1572.082475310698
400,664.5779123407674,343.26607130840944,409.0362435574026
401,-74.2250205956514,66.60252950936034,-247.83923241835268
402,-2191.484292786062,-726.2590348362262,-2130.311039421652
403,-2203.400387142847,-730.7213193267016,-2140.905732273333
404,207.5857118527809,172.13372312046843,2.7208977051048944
405,-1564.495233780904,-491.46704092227026,-1572.8501547867397
406,-988.0020676616468,-275.5845179231009,-1060.2855641370354
407,1191.405757539493,540.5501521819562,877.443008263602
408,-2752.8708045411718,-936.484487032345,-2629.4441853200287
409,184.9445783528979,163.65517504604975,-17.409511476211904
410,-1786.003557141299,-574.4164643027149,-1769.7949405385186
411,-1722.191820478121,-550.5205371392738,-1713.0594255252379
412,-1074.5564866696384,-307.997020707751,-1137.2417762052564
413,-962.7517665860776,-266.1289007136573,-1037.8353236221174
414,189.60389285134465,165.39997381988863,-13.266878451294028
415,1432.38576465291,630.7912425980038,1091.7002205950596
416,-1408.863757064427,-433.18687764156704,-1434.476989511632
417,-1979.7304373792015,-646.9624199816826,-1942.0390275507186
418,-840.2759188412577,-220.2647056606601,-928.9410878302367
419,-247.08823164490659,1.8695052026478634,-401.5332676942635
420,-1003.086593855066,-281.2333022700217,-1073.6973345583913
421,-1851.667704840657,-599.0060738749356,-1828.1774487171456
422,-1617.213032632623,-511.20856101639873,-1619.7219627741242
423,145.73037628393632,148.97042008696778,-52.27516576737474
424,-455.18007569058517,-76.05577639355774,-586.5493565731923
425,-2449.142845760102,-822.7458307904454,-2359.3972775492543
426,-885.4841489495776,-237.1940768131572,-969.1360794126268
427,-1465.6251347369212,-454.44261863037275,-1484.9439751088114
428,-2488.1929038061508,-837.3691178468983,-2394.1169901036233
429,-2052.394146642982,-674.1731933407854,-2006.6449007557717
430,-4032.1604955275297,-1415.5470368906329,-3766.870672431526
431,-789.2999837797212,-201.1754707484644,-883.6179845856841
432,-125.58764468323501,47.36848906005557,-293.5061439055574
433,-1223.1750399048196,-363.6510164920832,-1269.3796962689614
434,-1493.6568138504317,-464.9397935607618,-1509.867160628532
435,-23.834125877336135,85.47268119078562,-203.0362931265745
436,-1433.485312729056,-442.4070451464599,-1456.3682075556476
437,-1957.7776654801125,-638.7416464098076,-1922.520646061785
438,-465.2901349151387,-79.84174511155594,-595.5382894390602
439,-934.0041432286486,-255.3636222587415,-1012.2755864659256
440,-1658.2288260740918,-526.5679676691522,-1656.1894260695258
441,-1286.3475318306944,-387.3075622112775,-1325.5468537780164
442,-2688.9679621634195,-912.5544430177866,-2572.6276675021436
443,-985.0624608014733,-274.4837073968062,-1057.6719366467019
444,-1094.0324042442169,-315.2902732054801,-1154.5579671088478
445,-1997.8292310966845,-653.739973438688,-1958.1308068436158
446,-3277.4130449651793,-1132.9126650880585,-3095.8188009139794
447,-18.078914505220403,87.62786641140066,-197.91928960525132
448,-548.5636606672749,-111.02563400207792,-669.5774336086749
449,-121.58546486198337,48.86720704681752,-289.9477744705895
450,-1744.0964947351106,-558.7232993262202,-1732.5350430237663
451,-511.8513385538176,-97.27777160092639,-636.936220387438
452,-1384.5990505600057,-424.1003413773636,-1412.9030488517649
453,-1016.748128600115,-286.3492112905167,-1085.8439121342944
454,-882.3440372017599,-236.0181821339862,-966.3441814557968
455,-2083.3237555471073,-685.7555717591611,-2034.144658356743
456,-2130.6304338153636,-703.4707601767605,-2076.2053966388485
457,-2908.5837408792827,-994.7951549394268,-2767.889776982947
458,-2448.497701671224,-822.504240184016,-2358.8236748853146
459,-1442.6590952449608,-445.8424012467067,-1464.5246894644024
460,-1869.5293487263473,-605.6948205480537,-1844.0583762366023
461,-2027.5409735610124,-664.8662908052573,-1984.5477498513435
462,-1243.1876567727822,-371.14524968543395,-1287.173070719192
463,-2183.053123186704,-723.1017690230059,-2122.814820475142
464,-508.5975490211885,-96.05930738505286,-634.0432506215008
465,-3216.073964780367,-1109.942687008551,-3041.2817441481566
466,-2328.306926202849,-777.4957485413402,-2251.9611147572914
467,-1768.098336572215,-567.7113992325918,-1753.8752686484556
468,27.105906649315852,104.54847148599707,-157.745111107073
469,-1549.0211993174296,-485.67239530064427,-1559.0920695107884
470,-923.388552273933,-251.38834433158286,-1002.8371813780786
471,-742.3216720275014,-183.5832475212895,-841.8491995456377
