Y_true,Y_pred
4.34724434612539,1.336867884639014
-2.7624087147939997,1.5328739982789414
-1.14705386360183,1.4677324763491046
1.94317992538426,1.513716652865525
2.6239804931584905,1.5204488646297802
-0.77663640398488,1.542097152959311
3.03982334282195,1.50890698829188
3.5947714189441204,1.5248157380657519
1.95471548235753,1.5781081781721915
4.705627799540361,1.5499673211464509
1.78192487889892,1.5416531453899345
2.59394267124118,1.4841471374791295
-0.712343251848419,1.4966844394583223
-2.04740232307036,1.5311253791792077
3.7085716463908196,1.4614160931071754
3.7681923224426,1.5178349271169258
-0.274223052767625,1.5202995679125348
2.35869905116335,1.534463636250982
1.0893765199546,1.658702905182156
2.36847917151092,1.3242720346241268
4.64930113188537,1.5203894000025657
2.71136548281101,1.518945567998207
3.14911288552652,1.5365464573644807
2.5424889753079,1.7494347885938226
4.9762932523156,1.5122959206829925
0.990939843299893,1.4795468575054949
4.14433276837319,1.5120744065929699
0.671549751069479,1.4306148259762368
4.04530396544704,1.5181967430179164
4.1358485641224405,1.5562161137602866
1.2206055331191699,1.5474875669810146
4.93700983551413,1.4558172630995558
3.49729399457113,1.5296605344707754
-0.246552605206109,1.5479649428034095
1.96078908521794,1.5076556172014683
4.594211154567519,1.4862834089273438
3.0616798561854797,1.5498581331272339
-0.0363414222924492,1.5501782523185912
1.92066545195147,1.5275326791202295
0.976195847849508,1.438263528947345
2.15531917206435,1.700305078595107
2.03970388743553,1.4958492101123577
3.4723003630782,1.5627968663658034
0.5676321423647371,1.5275849415236993
1.6418537943821698,1.5265873274324304
-1.5137459873219699,1.4618687496375993
3.70740475862766,1.544081843081266
0.80245686298341,1.5329940249624594
-2.7178354205870097,1.529222533622725
-0.22292701226048303,1.5107877926566091
2.01073619581772,1.5934659541427603
-3.03083109339339,1.472451688709944
0.693202929005972,1.5225891215309089
2.48642204266666,1.4937999029772728
4.27005629439841,1.5165487171419385
1.62006054199631,1.5148577202277236
2.93055210660577,1.5358184013891019
-3.7512869142425496,1.5455674845484049
3.49222873091958,1.5262819328975352
3.6286671082376003,1.4771212586708513
0.930882393878532,1.715296715769465
3.1454640579996402,1.5006850734169401
2.91139322271804,1.4930671669784412
2.45895458087371,1.5252652445330386
0.273630941047824,1.5313805815492816
-3.35841810387112,1.5017652713349754
2.89476555398419,1.5218707735788444
-2.5240238482991098,1.513569191487355
-0.28429647672091396,1.5106282164507419
4.25091209054532,1.480495089122288
3.98915567072489,1.5345064009729374
-0.381139148092488,1.5134673526803213
1.89910366608872,1.5234946240387648
3.7124406586108,1.547156513900311
0.9786181384235699,1.5274338631373963
2.23352055822506,1.4628527336545234
2.20771277231542,1.4929053520733455
4.26164386873901,1.3177210474399637
1.9948845819605,1.457873712926507
-4.1045161175436,1.3667180439060145
4.5038516239521,1.4635761325994914
4.09668721606457,1.5348924639095842
7.43031524912063,1.5108683614035374
2.7157039198618595,1.5066664029983963
-1.51325765671018,1.4604920885745483
-3.4226374033025495,1.5013197055191088
4.50002658013697,1.4409000720379446
1.72116804394882,1.5008695832234416
3.02896536102392,1.506723419270152
2.5827216192787597,1.5167617924533088
2.284282467133,1.4456210500246578
-0.27368351110848005,1.5350623072977512
0.7316854493625831,1.501347647976268
-0.925444584167266,1.4921535845201706
-1.50285364586496,1.4962164727402318
4.410876465994731,1.5242448992548596
3.68662214580946,1.5221691590982522
-0.7461962259028522,1.492748311895842
-0.9634124761304559,1.490672635827608
4.32529553283198,1.517626350538968
-2.5088991824914904,1.5397048504957398
-2.2572628398448797,1.412804367925681
2.37156469105957,1.5774610196068735
3.5197618156510297,1.506632871854516
1.3487748501013401,1.5049903631882378
-1.10884900552584,1.5779232266496543
1.60352999500706,1.5140560279900581
-2.31750331842626,1.5208160326550253
3.17308410586568,1.6198843330359711
3.9166269659187,1.485436215122372
0.636209830518889,1.504557633498978
-5.5686508006652,1.5438603379107765
2.70575152784266,1.396735272422053
2.06938470327994,1.5297411313822946
