,HP1a,HP1B,HP1C
0,-5.951414970177672,39.31466973203056,21.968189842972052
1,23.591438903639443,44.314349581412706,22.635618454041417
2,24.244896692204513,13.132734690253963,24.39104032784423
3,-0.7702730717550597,26.366132090316803,23.578813981361904
4,-1.7729795164167503,51.2070651578537,24.141532378639226
5,-21.913639002087343,39.06764030992541,21.0731709919212
6,8.982328802960767,35.92414094842311,22.552587567821604
7,-0.9456325559575338,-16.264073931309422,23.033039444687542
8,-9.821573419376293,23.651448353171254,22.067063938843866
9,1.486638234055778,39.659487332460216,25.25517453038759
10,-15.152186063236586,32.21034415424261,21.42935071238734
11,16.399948824658754,54.924394481656414,23.123463168239297
12,-34.552562263356236,44.21563366384115,24.42138456216542
13,7.227996342477664,16.09212448042705,21.138295498062362
14,39.537814605301676,38.15689980707261,23.36877387376729
15,-23.023296499156082,42.451195379233084,23.700099935610872
16,-6.443013291732163,18.881311089352057,20.483857528431543
17,-16.12835866385624,25.35980131014832,22.102938803717368
18,2.874130188437065,50.324567276051276,24.801759347414155
19,31.763805792064517,22.601462693593817,21.778590986592476
20,-26.230902009145133,34.57511934329513,21.988971001711576
21,-25.95403101683678,40.70134283440664,24.591992728738607
22,29.339811819324105,52.988173360606616,25.14224923710164
23,-2.9842976468324265,50.52944986995151,23.69452742647206
24,-14.187266753049638,22.754192758103557,22.148516465635915
25,32.557824340600234,15.085129467738822,25.1914614941909
26,26.04705764631811,4.0466961304800195,24.02193099026583
27,-11.936354480230094,47.40172147499451,24.381311029688067
28,1.4229207942302815,15.573958970157081,22.689755358619962
29,-5.125415844806379,36.749671750543726,23.64689338344042
30,23.65003099693429,70.32891466578641,21.599405587174395
31,15.26760816960371,37.73101399768789,25.00061906462002
32,-8.831197382141516,-4.3225371339949215,24.70953626529666
33,-27.48601372311412,27.00730631113527,24.02760097733235
34,-21.05487107809791,27.085897339759057,23.140347287224664
35,-27.327101274590227,11.773269838513407,21.714102678125847
36,-2.364742150937481,42.59049826760235,23.123198603532657
37,-12.61425704781131,48.414063893825606,21.683236267528304
38,-15.95596188004325,3.118160103573567,24.33859915628459
39,27.697392653681995,68.01034924779441,22.590248127184168
40,22.042431383427015,7.910762137667146,24.90596527650148
41,34.74999337919365,-3.766847171371295,23.86220524892109
42,25.693614449468683,-7.626945422496534,26.454479385930888
43,7.532177868742573,22.703208633023348,25.803055024440724
